index,c_ethnicity_code,c_group_code,c_subgroup_code,c_altname_code,c_name_chn,c_name,c_ethno_legal_cat,c_romanized,c_surname,c_notes,JiuTangShu,XinTangShu,JiuWudaiShi,XinWudaiShi,SongShi,LiaoShi,JinShi,YuanShi,MingShi,QingShiGao,c_sortorder
429,430,172,19.0,1.0,雍古,yong gu,Semuren,Önggüd/Öng'üt,,"""C. Atwood note:Önggüd(~Öng'üt in the Uyghur reading), also know as the """"White Tatars"""" 白達達; descendants of the Shatuo 沙陀; Turco-Sogdian in origin from Central Inner Mongolia; ethno-legal category Semuren.""",,,,,,,,,,,427.0
430,431,172,19.0,2.0,雍古部,yong gu bu,Semuren,Önggüd/Öng'üt,,"""C. Atwood note:Önggüd(~Öng'üt in the Uyghur reading), also know as the """"White Tatars"""" 白達達; descendants of the Shatuo 沙陀; Turco-Sogdian in origin from Central Inner Mongolia; ethno-legal category Semuren.""",,,,,,,,,,,428.0
431,432,172,20.0,1.0,哈兒柳溫台,ha er liu wen tai,,Qarli'u'undai,,C. Atwood note:From context a Muslim surname/place name. Should render Qarli'u'undai. Qarliq for Qarluq is attested (Juwayni) and perhaps this is an over-complex way of transcribing Qarli'u'uddai. (Plural -ud+ gentilic dai). Same as 合魯溫?,,,,,,,,,,,429.0
432,433,172,21.0,1.0,阿兒溫,a er wen,Semuren,Arghun,,C. Atwood note:Arghun (in alternative reading Ar'un); subgroup within the Öng'üt that Marco Polo describes as Muslims (the other Öng'üt were Christian); ethno-legal category Semuren,,,,,,,,,,,430.0
433,434,172,21.0,2.0,阿剌渾,a la hun,Semuren,Arghun,,C. Atwood note:Arghun; subgroup within the Öng'üt that Marco Polo describes as Muslims (the other Öng'üt were Christian); ethno-legal category Semuren,,,,,,,,,,,431.0
434,435,172,21.0,3.0,阿剌溫,a la wen,Semuren,Arghun,,`,,,,,,,,,,,432.0
435,436,172,21.0,4.0,阿里溫,a li wen,Semuren,Arghun,,C. Atwood note:Arghun (in alternative reading Ar'un); subgroup within the Öng'üt that Marco Polo describes as Muslims (the other Öng'üt were Christian); ethno-legal category Semuren,,,,,,,,,,,433.0
436,437,172,21.0,5.0,阿魯渾,a lu hun,Semuren,Arghun,,C. Atwood note:Arghun; subgroup within the Öng'üt that Marco Polo describes as Muslims (the other Öng'üt were Christian); ethno-legal category Semuren,,,,,,,,,,,434.0
437,438,172,21.0,6.0,阿魯溫,a lu wen,Semuren,Arghun,,C. Atwood note:Arghun (in alternative reading Ar'un); subgroup within the Öng'üt that Marco Polo describes as Muslims (the other Öng'üt were Christian); ethno-legal category Semuren,,,,,,,,,,,435.0
438,439,172,21.0,7.0,阿魯,a lu,Semuren,Arghun,,C. Atwood note:Almost certainly a corrupt shortened form of Arulad or Arghun (you'd need to see who it is to tell),,,,,,,,,,,436.0
439,440,173,3.0,1.0,合魯溫,he lu wen,,Qarlu'ud,,"""C. Atwood note:Could be Qalu'un, Ghalu'un, Qaru'un, Gharu'un, etc.; from context some group or place in the Islamic world. Same as 哈兒柳溫台? If so then Qarlu'ud, Qarluq+plural -ud.""",,,,,,,,,,,437.0
440,441,174,1.0,1.0,大溫歹,da wen dai,,Dai'undai,,"""C. Atwood note:Could be Dai'undai or Dai'urdai. If we posit a more modern reading of Dai as Da, could be Da'urdai, that is, of the Daur ancestry. But that's speculative.""",,,,,,,,,,,438.0
441,442,175,1.0,1.0,察剌溫,cha la wen,,Chara'un,,C. Atwood note:Chara'un or Char'un,,,,,,,,,,,439.0
442,443,176,1.0,1.0,徹亢臺,che kang tai,,Che'üdei,,"""C. Atwood note:Should be Che'üdei, which some identify with Je'üriyedei (also attested as Je’üredei). But this seems unlikely on phonological grounds (Cleaves did not make that association in his article on the Baljuna covenant).  YS 132/3210  has 徹里臺; is the 里 an lapsus for 兀, or could it be added? The latter could make it徹兀里臺, which could Che’üridei, closer to Je’üredei , but simple lapsus seems to be more probable, since 徹兀里臺  is not actually attested. Whether this is a semuren or a Mongol surname appears very uncertain. The person with the name is Maili, which could be from Melik, which would indicate a Semuren. But he “led the徹里臺tribe” in 1203 which should indicate his group was as a whole present on the Mongolian plateau before the conquest.""",,,,,,,,,,,440.0
443,444,176,1.0,2.0,徹兀台,che wu tai,,Che'üdei,,"""C. Atwood note:Should be Che'üdei, which some identify with Je'üriyedei (also attested as Je’üredei). But this seems unlikely on phonological grounds (Cleaves did not make that association in his article on the Baljuna covenant).  YS 132/3210  has 徹里臺; is the 里 an lapsus for 兀, or could it be added? The latter could make it徹兀里臺, which could Che’üridei, closer to Je’üredei , but simple lapsus seems to be more probable, since 徹兀里臺  is not actually attested. Whether this is a semuren or a Mongol surname appears very uncertain. The person with the name is Maili, which could be from Melik, which would indicate a Semuren. But he “led the徹里臺tribe” in 1203 which should indicate his group was as a whole present on the Mongolian plateau before the conquest.""",,,,,,,,,,,441.0
444,445,176,1.0,3.0,徹兀臺,che wu tai,,Che'üdei,,"""C. Atwood note:Should be Che'üdei, which some identify with Je'üriyedei (also attested as Je’üredei). But this seems unlikely on phonological grounds (Cleaves did not make that association in his article on the Baljuna covenant).  YS 132/3210  has 徹里臺; is the 里 an lapsus for 兀, or could it be added? The latter could make it徹兀里臺, which could Che’üridei, closer to Je’üredei , but simple lapsus seems to be more probable, since 徹兀里臺  is not actually attested. Whether this is a semuren or a Mongol surname appears very uncertain. The person with the name is Maili, which could be from Melik, which would indicate a Semuren. But he “led the徹里臺tribe” in 1203 which should indicate his group was as a whole present on the Mongolian plateau before the conquest.""",,,,,,,,,,,442.0
445,446,177,1.0,1.0,泰赤兀特,tai chi wu te,,Tayichi'ud,,,,,,,,,,,,,443.0
446,447,177,1.0,2.0,泰兀特,tai wu te,,Tayichi'ud,,,,,,,,,,,,,444.0
447,448,178,1.0,1.0,燕只吉台,yan zhi ji tai,,Eljigidei,,"""C. Atwood note:Eljigidei; -dai is a gentilic ending, to be distinguished from the adjectival ending -tai (-dai disappears after the fifteenth century)""",,,,,,,,,,,445.0
448,449,178,1.0,2.0,燕只吉歹,yan zhi ji dai,,Eljigidei,,"""C. Atwood note:Eljigidei; -dai is a gentilic ending, to be distinguished from the adjectival ending -tai (-dai disappears after the fifteenth century)""",,,,,,,,,,,446.0
449,450,178,1.0,3.0,燕只吉䚟,yan zhi ji dai,,Eljigidei,,"""C. Atwood note:Eljigidei; -dai is a gentilic ending, to be distinguished from the adjectival ending -tai (-dai disappears after the fifteenth century)""",,,,,,,,,,,447.0
450,451,179,1.0,1.0,朶兒別,duo er bie,,Dörbed,,C. Atwood note:Dörbed,,,,,,,,,,,448.0
451,452,179,1.0,2.0,朶兒別台,duo er bie tai,,Dörbedei,,C. Atwood note:Dörbedei; the ending -dai is to be distinguished from the adjectival ending -tai (-dai disappeared after the fifteenth century),,,,,,,,,,,449.0
452,453,179,1.0,3.0,朶里別歹,duo li bie dai,,Dörbedei,,C. Atwood note:Dörbedei,,,,,,,,,,,450.0
453,454,179,1.0,4.0,禿立不帶,tu li bu dai,,Dörbedei,,C. Atwood note:Perhaps Dörbedei in an unusual reading and transcription. Rendered literally it would be more like Turbudai or Türbüdei (or Tulbudai or Tülbüdei).,,,,,,,,,,,451.0
454,455,179,1.0,5.0,秃立不帶,tu li bu dai,,Dörbedei,,C. Atwood note:Perhaps Dörbedei in an unusual reading and transcription. Rendered literally it would be more like Turbudai or Türbüdei (or Tulbudai or Tülbüdei).,,,,,,,,,,,452.0
455,456,180,1.0,1.0,答立迷裏,da li mi li,,,,,,,,,,,,,,,453.0
456,457,181,1.0,1.0,肅慎,su shen,,,,,,,,,,,,,,,454.0
457,458,182,1.0,1.0,速剌歹,su la dai,,,,,,,,,,,,,,,455.0
458,459,182,1.0,2.0,速要歹,su yao dai,,,,,,,,,,,,,,,456.0
459,460,183,1.0,1.0,阿剌兀義,a la wu yi,,Al'ui/Ala'ui,,C. Atwood note:Could be Al'ui or Ala'ui (Alghui or Alaghui); attested as personal name,,,,,,,,,,,457.0
460,461,184,1.0,1.0,雅樂威,ya yue wei,,Yayo'ui,,C. Atwood note:Could be Yayo'ui,,,,,,,,,,,458.0
461,462,185,1.0,1.0,斡兀立,wo wu li,,O'ul,S,"erroneous ethnonym? C. Atwood note:Should be O'ul, from Turkic Oghul """"son""""; Often used with father's name to form patronymics. (Oghul-Qaimish is transcribed as 斡兀立海迷失)""",,,,,,,,,,,459.0
462,463,186,1.0,1.0,昔里,xi li,,,S,erroneous ethnonym?,,,,,,,,,,,460.0
463,464,187,1.0,1.0,朮真,zhu zhen,,,S,erroneous ethnonym? C. Atwood note:Probably Jurchen ; 朮 in Yuan transcriptions read as Zhu (Pelliot has a note on this in his NCHK),,,,,,,,,,,461.0
464,465,188,1.0,1.0,賽典赤,sai dian chi,,,S,"erroneous ethnonym? C. Atwood note:Personal name: Sayid-Elchi """"Sayyid the messenger""""; this is the name of Sayyid Ajall, the famous Turkestani official in Yunnan""",,,,,,,,,,,462.0
465,466,189,1.0,1.0,達里伯,da li bo,,Darbai,S,erroneous ethnonym? C. Atwood note:Darbai; attested as a personal name,,,,,,,,,,,463.0
466,467,36,2.0,1.0,大食,da shi,,,,,,,,,,,,,,,109.0
467,468,170,5.0,1.0,三韓,san han,,Samhan,,DY:삼한,,,,,,,,,,,391.0
468,469,190,1.0,1.0,鮮卑,xian bei,,,,,,,,,,,,,,,464.0
469,470,190,2.0,1.0,慕容部鮮卑,mu rong bu xian bei,,,,,,,,,,,,,,,465.0
470,471,190,3.0,1.0,宇文部鮮卑,yu wen bu xian bei,,,,,,,,,,,,,,,467.0
471,472,190,4.0,1.0,段部鮮卑,duan bu xian bei,,,,,,,,,,,,,,,469.0
472,473,190,5.0,3.0,禿髪部鮮卑,tu fa bu xian bei,,Tabgatch,,,,,,,,,,,,,473.0
473,474,190,6.0,1.0,乞伏部鮮卑,qi fu bu xian bei,,,,,,,,,,,,,,,476.0
474,475,190,5.0,2.0,拓跋部鮮卑,tuo ba bu xian bei,,Tabgatch,,,,,,,,,,,,,472.0
475,476,190,2.0,2.0,慕容,mu rong,,,,,,,,,,,,,,,466.0
476,477,190,3.0,2.0,宇文,yu wen,,,,,,,,,,,,,,,468.0
477,478,190,4.0,2.0,段部,duan bu,,,,,,,,,,,,,,,470.0
478,479,190,5.0,4.0,禿髮,tu fa,,Tabgatch,,DY: equals to 拓跋,,,,,,,,,,,474.0
479,480,190,6.0,2.0,乞伏,qi fu,,,,,,,,,,,,,,,477.0
480,481,190,7.0,1.0,昌黎鮮卑,chang li xian bei,,,,"DY:including 慕容氏, 谷氏, 屈氏, 盧氏, 仇尼氏, and 悅氏",,,,,,,,,,,478.0
481,482,190,8.0,1.0,旦加落鮮卑,dan jia luo xian bei,,,,,,,,,,,,,,,479.0
482,483,190,5.0,5.0,河南氏拓拔,he nan shi tuo ba,,Tabgatch,,DY: 河南氏 functions as a 郡望 here,,,,,,,,,,,475.0
483,484,2,1.0,2.0,西戎,xi rong,,,,DY: equals to 吐蕃 in a Tang context,,,,,,,,,,,4.0
484,485,29,1.0,6.0,大夏月氏,da xia rou zhi,,Bacteria,,,,,,,,,,,,,93.0
485,486,192,2.0,1.0,康國,kang guo,,Samarqand,,,,,,,,,,,,,482.0
486,487,18,2.0,1.0,麴氏高昌,qu shi gao chang,,,,,,,,,,,,,,,60.0
487,488,192,4.0,1.0,石國,shi guo,,Tashkand,,,,,,,,,,,,,486.0
488,489,192,3.0,1.0,安國,an guo,,,,,,,,,,,,,,,484.0
489,490,192,5.0,1.0,曹國,cao guo,,,,,,,,,,,,,,,488.0
490,491,192,6.0,1.0,何國,he guo,,,,,,,,,,,,,,,490.0
491,492,192,7.0,1.0,米國,mi guo,,Maymurgh,,,,,,,,,,,,,492.0
492,493,192,8.0,1.0,燖國,xun,,Khwarezmia,,,,,,,,,,,,,494.0
493,494,192,9.0,1.0,史國,shi guo,,Kesh,,,,,,,,,,,,,496.0
494,495,192,10.0,1.0,戊地,wu di,,,,,,,,,,,,,,,497.0
495,496,192,1.0,1.0,昭武九姓,zhao wu jiu xing,,,,,,,,,,,,,,,480.0
496,497,192,1.0,2.0,粟特,su te,,Sogdian,,,,,,,,,,,,,481.0
497,498,498,,,羌,qiang,,,,,,,,,,,,,,,
