index,c_inst_name_code,c_inst_code,c_inst_type_code,c_inst_begin_year,c_by_nianhao_code,c_by_nianhao_year,c_by_year_range,c_inst_begin_dy,c_inst_floruit_dy,c_inst_first_known_year,c_inst_end_year,c_ey_nianhao_code,c_ey_nianhao_year,c_ey_year_range,c_inst_end_dy,c_inst_last_known_year,c_source,c_pages,c_notes,c_secondary_source_author
2791,1551,2533,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,142,Temple ID 139715 Location: 興國州東; Other: 寺两旁泉流，因有寺名,
2792,1552,2534,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,143,Temple ID 139805 Location: 公安縣西南; Founding: 唐代,
2793,1553,2535,2,770.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,143,Temple ID 139895 Location: 武陵縣西; Founding: （永泰中）; Other: 筍谱有著录,
2794,1554,2536,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,144,Temple ID 138348 Location: 懷寧縣阜民坊; Founding: （宋代）; Other: 宋时有双青莲,
2795,1555,2537,2,1404.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,83,Temple ID 138864 Location: 五臺縣北臺; Founding: 明永乐二年,
2796,1556,2538,2,1500.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,54,Temple ID 139336 Location: 上元縣雞龍山; Founding: 明代; Other: 康熙四十四年，乾隆十六年三十年四十五年四十九年巡幸,
2797,1557,2539,2,1650.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,3,Temple ID 139305 Location: 稷山縣城西北; Founding: 顺治中,
2798,1558,2540,2,350.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,134,Temple ID 139492 Location: 奉化縣雪寶寺; Founding: 晋代; Other: 宋淳祐中赐御书,
2799,1559,2541,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,134,Temple ID 140472 Location: 府城西; Other: 府西金华寺,
2800,1560,2542,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,7,Temple ID 138205 Location: 河津縣雲中山,
2801,1561,2543,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,4,Temple ID 138207 Location: 夏津縣東; Founding: 唐代,
2802,1562,2544,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,8,Temple ID 140202 Location: 保昌縣北大庾山; Founding: 唐代; Other: 俗名桂南寺,
2803,1563,2545,2,618.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,5,Temple ID 138208 Location: 房山縣石聖山; Founding: 原西域寺，唐初知苑所居,
2804,1563,2546,2,810.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,5,Temple ID 139604 Location: 建昌縣雲居山; Founding: 唐元和中; Other: 万历中重建,
2805,1564,2547,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,6,Temple ID 139419 Location: 府城內; Founding: 宋代,
2806,1565,2548,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,6,Temple ID 140481 Location: 龍泉縣南,
2807,1566,2549,2,1105.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,5,Temple ID 138209 Location: 懷柔縣栲栳山; Founding: 金乾统中,
2808,1566,2550,2,350.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,5,Temple ID 138210 Location: 吳縣靈岩山; Founding: 晋代; Other: 一名秀峰寺,
2809,1566,2551,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,5,Temple ID 138211 Location: 元和縣虎丘山; Other: 旧名虎丘山寺，宋代改,
2810,1566,2552,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,5,Temple ID 138212 Location: 嵩縣伏牛山,
2811,1566,2553,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,5,Temple ID 139391 Location: 州治西,
2812,1566,2554,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,5,Temple ID 139689 Location: 大庾縣雙秀峰; Founding: 唐代,
2813,1566,2555,2,810.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,5,Temple ID 139872 Location: 邵陽縣東; Founding: 唐元和中,
2814,1566,2556,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,5,Temple ID 140325 Location: 江川縣西; Other: 旧名涌泉寺,
2815,1567,2557,2,1170.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,7,Temple ID 138213 Location: 府城妙明橋西北; Founding: 宋乾道中,
2816,1567,2558,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,7,Temple ID 138214 Location: 建德縣西; Founding: 宋代,
2817,1567,2559,2,630.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,7,Temple ID 138215 Location: 介休縣南綿山; Founding: 贞观初,
2818,1567,2560,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,7,Temple ID 138216 Location: 陽城山,
2819,1567,2561,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,7,Temple ID 138217 Location: 蒲縣翠屏山; Other: 康熙五十一年重修,
2820,1567,2562,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,7,Temple ID 139899 Location: 衡山縣祝融峰; Founding: 宋代; Other: 旧名功德寺,
2821,1568,2563,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,6,Temple ID 138218 Location: 垣曲縣曹家山,
2822,1569,2564,2,330.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,8,Temple ID 139421 Location: 錢塘縣武林山; Founding: 晋咸和中,
2823,1570,2565,2,940.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,6,Temple ID 139420 Location: 錢塘縣五雲山; Founding: 吴越时; Other: 圣主临幸四次,
2824,1571,2566,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,7,Temple ID 138219 Location: 溧陽縣東南; Founding: 别名净土院,
2825,1571,2567,2,0.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,7,Temple ID 140357 Location: 府城西鳴鳳山; Founding: 一名响石寺,
2826,1572,2568,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,6,Temple ID 138206 Location: 盤山; Other: 旧名净业庵，乾隆十五年重修,
2827,1573,2569,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,6,Temple ID 139567 Location: 新建縣西梅嶺,
2828,1574,2570,2,1500.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,7,Temple ID 138221 Location: 盤山; Founding: 明代,
2829,1575,2571,2,520.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,6,Temple ID 138222 Location: 嘉定縣南; Founding: 天监中; Other: 旧名南翔寺,
2830,1576,2572,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,4,Temple ID 138220 Location: 鎮安縣西北; Founding: 唐代; Other: 正统中重修,
2831,1577,2573,2,1056.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,8,Temple ID 138223 Location: 澠池縣北; Founding:  嘉祐一年; Other: 康熙九年修,
2832,1577,2574,2,350.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,8,Temple ID 139500 Location: 會稽縣雲門山; Founding: 晋代; Other: 天启中重 建,
2833,1577,2575,2,940.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,8,Temple ID 140191 Location: 乳源縣北雲門山; Founding: 五代文偃,
2834,1578,2576,2,1121.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,6,Temple ID 138224 Location: 岢嵐州西; Founding: 宣和三年,
2835,1579,2577,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,4,Temple ID 140324 Location: 府城西北,
2836,1580,2578,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,6,Temple ID 140326 Location: 河陽縣龍鳳山; Other: 唐代,
2837,1581,2579,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,246,Temple ID 139306 Location: 泉縣雷牙鎮; Other: 金代赐额，金大定中重修,
2838,1582,2580,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,246,Temple ID 140462 Location: 天柱縣東; Other: 近处有罗汉堂,
2839,1583,2581,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,246,Temple ID 139417 Location: 敦煌縣南; Founding: 唐代; Other: 千佛洞、岩石间有万余佛像,
2840,1584,2582,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,263,Temple ID 139307 Location: 岳陽縣北鳳凰山,
2841,1585,2583,2,650.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,259,Temple ID 139014 Location: 博野縣東南; Founding: 唐高宗时; Other: 明洪武中重建,
2842,1585,2584,2,618.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,259,Temple ID 139015 Location: 曲沃縣東; Founding: 唐初,
2843,1585,2585,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,259,Temple ID 140250 Location: 州東南陰那山; Other: 唐僧了拳道场,
2844,1586,2586,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,259,Temple ID 139016 Location: 商邱縣城南; Other: 宋代赐额,
2845,1587,2587,2,582.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,261,Temple ID 139017 Location: 商邱縣城東靈臺; Founding: 隋开皇二年,
2846,1587,2588,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,261,Temple ID 139018 Location: 渭南縣東南靈臺山,
2847,1588,2589,2,1208.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,259,Temple ID 139019 Location: 保安州南; Founding: 金，泰和八年,
2848,1588,2590,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,259,Temple ID 139020 Location: 繁昌縣西北靈山墩,
2849,1588,2591,2,1433.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,260,Temple ID 139021 Location: 羅山縣西南靈山; Founding: 宋代开基，明宣德七年创建佛殿; Other: 弘治中增修,
2850,1589,2592,2,785.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,260,Temple ID 140217 Location: 潮陽縣西; Founding: 唐贞元初; Other: 僧大颠居处,
2851,1590,2593,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,258,Temple ID 139022 Location: 蔚州城內; Other: 俗称前寺,
2852,1590,2594,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,258,Temple ID 139023 Location: 汾陽縣北,
2853,1590,2595,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,258,Temple ID 139024 Location: 州東石林村; Other: 土称灵岗寺，州城北灵感院,
2854,1590,2596,2,500.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,258,Temple ID 139025 Location: 長清縣東南方山; Founding: 后魏正光中法空; Other: 三藏法师遗足迹，佛国澄单锡之地,
2855,1590,2597,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,258,Temple ID 139898 Location: 挑源縣北靈岩山,
2856,1591,2598,2,585.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,259,Temple ID 140107 Location: 莆田縣城南; Founding: 梁郑露舍宅,
2857,1592,2599,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,262,Temple ID 139026 Location: 虞鄉縣西南方山; Other: 唐咸通中重建,
2858,1592,2600,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,262,Temple ID 139753 Location: 黃梅縣東北烏牙山; Founding: 唐代; Other: 宋张商英轮藏记忆,
2859,1592,2601,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,262,Temple ID 140520 Location: 畢節縣西,
2860,1593,2602,2,1200.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,261,Temple ID 139027 Location: 赤峰縣遮蓋山; Founding: 金代; Other: 有千佛洞,
2861,1593,2603,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,261,Temple ID 139660 Location: 安福縣治南; Founding: 唐代; Other: 永嘉乡有香积院,
2862,1594,2604,2,1600.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,258,Temple ID 139028 Location: 五臺縣東北北臺; Founding: 明万历中; Other: 康熙二十二年发帑重建，乾隆十四年重修,
2863,1594,2605,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,258,Temple ID 139416 Location: 州東南仙人山; Founding: 唐代,
2864,1595,2606,2,895.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,261,Temple ID 139029 Location: 祁門縣北; Founding: 唐乾宁中,
2865,1595,2607,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,261,Temple ID 139030 Location: 陽城縣西; Founding: 唐代,
2866,1595,2608,2,980.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,261,Temple ID 139031 Location: 州南南程村; Founding: 宋太平兴国中; Other: 有冲慧、冲淑二真人像,
2867,1595,2609,2,720.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,261,Temple ID 139032 Location: 安陽縣西南; Founding: 唐景龙中,
2868,1595,2610,2,400.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,261,Temple ID 139830 Location: 南漳縣東南; Founding: 晋隆安初; Other: 一名静林寺,
2869,1595,2611,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,261,Temple ID 139843 Location: 皈州南; Founding: 宋代; Other: 州南有铜佛寺，万寿寺,
2870,1596,2612,2,764.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,259,Temple ID 139033 Location: 唐縣東北風靈源山; Founding: 唐上元二年,
2871,1597,2613,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,259,Temple ID 140004 Location: 廣元縣東嘉川壩,
2872,1598,2614,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,260,Temple ID 139034 Location: 豐潤縣東; Other: 唐代福兴院，金承安中修,
2873,1598,2615,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,260,Temple ID 140550 Location: 新興州東靈照山; Other: 元莲峰结茅于此，为诸刹冠,
2874,1599,2616,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,260,Temple ID 140103 Location: 福清縣靈石山; Founding: 唐代,
2875,1600,2617,2,350.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,262,Temple ID 139554 Location: 龍游縣西; Founding: 晋代; Other: 姑蔑子故宫,
2876,1601,2618,2,618.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,260,Temple ID 139035 Location: 滕縣東薛山; Founding: 唐初; Other: 元大德中重修,
2877,1601,2619,2,1315.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,260,Temple ID 140299 Location: 富明縣西; Founding: 元延祐初,
2878,1602,2620,2,540.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,259,Temple ID 139036 Location: 上元縣東北鐘山; Founding: 梁武帝宝志在左; Other: 初名开善寺，宋代太平兴国寺，后蒋山寺，明代今名,
2879,1603,2621,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,258,Temple ID 139037 Location: 府城西; Other: 乾隆十一年，二十六年，四十六年巡幸,
2880,1604,2622,2,525.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,260,Temple ID 139038 Location: 府城東北隅; Founding: 梁天监中; Other: 初名永光院，祥符中今名,
2881,1604,2623,2,1170.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,260,Temple ID 140016 Location: 營山縣東; Founding: 宋乾道初,
2882,1605,2624,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,130,Temple ID 139650 Location: 戶陵縣青原山; Other: 宋治平三年，安隐寺，崇宁初回名，明初修，为双林,
2883,1606,2625,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,130,Temple ID 139801 Location: 遠安縣去夢山; Founding: 唐代,
2884,1607,2626,2,560.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,130,Temple ID 139308 Location: 鳳臺縣峽石山; Founding: 北齐; Other: 隋译经僧慧远故居，翻译湿磐经，宋名福严寺，后今名,
2885,1607,2627,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,130,Temple ID 139702 Location: 州西蓮花山; Founding: 宋代; Other: 康熙五年重修,
2886,1608,2628,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,127,Temple ID 139855 Location: 醴陵縣西; Founding: 唐代; Other: 明代王守仁流谪龙场途中在此讲学,
2887,1609,2629,2,1700.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,131,Temple ID 139309 Location: 灤平縣西; Founding: 康熙中,
2888,1610,2630,2,1323.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,130,Temple ID 139311 Location: 渾源州南; Founding: 元至治三年,
2889,1611,2631,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,131,Temple ID 140040 Location: 戶山縣北,
2890,1612,2632,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,131,Temple ID 139802 Location: 江陵縣西; Founding: 唐成享中,
2891,1613,2633,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,182,Temple ID 139449 Location: 錢塘縣靈隱山; Other: 唐韬光居处,
2892,1614,2634,2,920.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,162,Temple ID 139312 Location: 常熟縣西; Founding: 梁石使臣; Other: 初名顶山禅院，治平四年今额十景,
2893,1615,2635,2,461.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,182,Temple ID 139720 Location: 江夏縣; Founding: 宋大明五年; Other: 顺治中重修,
2894,1616,2636,2,960.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,57,Temple ID 138815 Location: 滕縣城南; Founding: 汉乾祐中; Other: 金大定二年赐额,
2895,1617,2637,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,57,Temple ID 138816; Other: 俗名黄姑寺，康熙中敕修）,
2896,1618,2638,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,195,Temple ID 140501 Location: 府成東山,
2897,1619,2639,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,195,Temple ID 139485 Location: 唐鹹通中; Other: 寺西舍利石塔,
2898,1620,2640,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,196,Temple ID 139982 Location: 灌縣西南; Other: 广明中赐名,
2899,1621,2641,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,244,Temple ID 139314 Location: 夏縣西嗚條崗; Other: 宋元丰八年赐额,
2900,1622,2642,2,525.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,42,Temple ID 139313 Location: 朝邑縣南新市鎮; Founding: 梁天监中; Other: 贞观二年十三级浮图建立,
2901,1623,2643,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,79,Temple ID 139318 Location: 瀋邱縣南小河岸,
2902,1624,2644,2,1757.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,77,Temple ID 139315 Location: 玉泉山（靜明園）; Founding: 乾隆二十二年修造; Other: 八方塔,
2903,1624,2645,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,77,Temple ID 139316 Location: 昌平州永豐屯; Other: 旧名弥勒院，康熙五十九年今名,
2904,1625,2646,2,350.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,78,Temple ID 139571 Location: 新建縣西山; Founding: 晋雲显,
2905,1626,2647,2,1000.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,78,Temple ID 139319 Location: 香山（靜宜園址）; Founding: 辽代始建，金大定二十六年重建; Other: 金名大永安寺，又名甘露寺，康熙十六年重修，藏经阁为燕京八景,
2906,1626,2648,2,1500.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,78,Temple ID 139320 Location: 聞喜縣官莊嶺; Founding: 明代; Other: 晋公祠,
2907,1626,2649,2,525.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,78,Temple ID 139321 Location: 洛陽縣西南; Founding: 后魏熙平九年; Other: 唐熙四十六年重修,
2908,1626,2650,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,78,Temple ID 139322 Location: 寶豐縣龍山; Founding: 唐代; Other: 古塔,
2909,1626,2651,2,1380.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,78,Temple ID 139960 Location: 州西; Founding: 明洪武中,
2910,1626,2652,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,78,Temple ID 140265 Location: 府城南關內,
2911,1627,2653,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,78,Temple ID 139662 Location: 上高縣西浮樓嶺東; Founding: 唐代,
2912,1628,2654,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,77,Temple ID 139462 Location: 秀水縣北; Other: 旧名懒石庵，康熙四十四年今额,
2913,1628,2655,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,77,Temple ID 140313 Location: 通海縣東，東山,
2914,1629,2656,2,748.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,78,Temple ID 139323 Location: 密縣西; Founding: 天宝七年，开皇一年开宝二年; Other: 有三寺,
2915,1630,2657,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,79,Temple ID 139952 Location: 桂陽縣西南,
2916,1631,2658,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,79,Temple ID 139324 Location: 薊州北; Other: 本州最胜地,
2917,1631,2659,2,1500.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,79,Temple ID 139325 Location: 上元縣太平門; Founding: 明代; Other: 旧名兴善寺，康熙三十八年今名,
2918,1631,2660,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,80,Temple ID 139326 Location: 州西北古塘灣; Other: 旧名香云寺，康熙十二年今名,
2919,1631,2661,2,715.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,80,Temple ID 139327 Location: 安塞縣西洛水; Founding: 唐开元初,
2920,1631,2662,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,80,Temple ID 140170 Location: 德化縣北楊梅園; Other: 宋天圣中移此,
2921,1631,2663,2,864.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,80,Temple ID 140253 Location: 義寧縣治西南; Founding: 唐咸通五年,
2922,1631,2664,2,1300.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,80,Temple ID 140314 Location: 建水縣東北; Founding: 元代; Other: 郡中名胜,
2923,1632,2665,2,900.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,79,Temple ID 139328 Location: 州西南三嵬山; Founding: 唐光化中,
2924,1632,2666,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,79,Temple ID 139329 Location: 汲縣霜落山; Other: 元延祐中重建,
2925,1633,2667,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,80,Temple ID 139917 Location: 滬縣北; Other: 邑胜境,
2926,1634,2668,2,1690.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,77,Temple ID 139330 Location: 香山南; Founding: 康熙中，海岫重修; Other: 旧名平坡寺，圣感寺,
2927,1635,2669,2,681.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,79,Temple ID 139332 Location: 長安縣神木原; Founding: 唐，永隆二年; Other: 长安志开利寺,
2928,1635,2670,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,79,Temple ID 140211 Location: 博羅縣西; Other: 有苏轼游香积寺诗引,
2929,1635,2671,2,1132.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,79,Temple ID 140248 Location: 陽山縣北浦下鄉; Founding: 宋绍兴一年,
2930,1636,2672,2,1300.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,77,Temple ID 139381 Location: 州北; Founding: 元代,
2931,1637,2673,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,77,Temple ID 139331 Location: 寧國縣西; Founding: 唐代,
2932,1638,2674,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,79,Temple ID 139333 Location: 江都縣東黃金壩; Other: 旧名五台山，康熙三十八年，乾隆十六年二十二年二十七年三十年巡幸,
2933,1639,2675,2,810.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,77,Temple ID 139317 Location: 繁昌縣得爐峰; Founding: 唐元和中,
2934,1640,2676,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,188,Temple ID 139334 Location: 州城東,
2935,1641,2677,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,188,Temple ID 139591 Location: 安仁縣南; Founding: 唐代; Other: 元末毁，明洪武初重建,
2936,1642,2678,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,188,Temple ID 139981 Location: 華陽縣東; Other: 旧名正觉院，马祖过访地,
2937,1643,2679,2,827.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,180,Temple ID 139186 Location: 蕭縣都仁鄉; Founding: 唐大和一年,
2938,1644,2680,2,1699.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,80,Temple ID 139335 Location: 江都縣南，三漢河西岸; Founding: 康熙三十八年; Other: 康熙三十八年四十二年四十五年四十六年行幸,
2939,1645,2681,2,1500.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,81,Temple ID 140180 Location: 漳平縣西，龍停山; Founding: 明代; Other: 一邑世观,
2940,1646,2682,2,940.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,80,Temple ID 140359 Location: 姚州北; Founding: 晋天福中; Other: 一名白塔，高十五级,
2941,1647,2683,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,81,Temple ID 139797 Location: 石首縣西高陵崗,
2942,1648,2684,2,882.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,80,Temple ID 140126 Location: 永安縣城東北隅; Founding: 唐中和二年,
2943,1649,2685,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,229,Temple ID 140071 Location: 大邑縣治西; Other: 元末毁，明初重建,
2944,1650,2686,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,229,Temple ID 139455 Location: 錢塘縣葛嶺西; Other: 俗名喜鹊寺，唐鸟窠禅师道场,
2945,1650,2687,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,229,Temple ID 139828 Location: 襄陽縣東南,
2946,1651,2688,2,960.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,229,Temple ID 140101 Location: 候官縣鳳池山; Founding: 汉乾祐中; Other: 宋陈瓘流地,
