,Unnamed: 0,name,ge,number,year,director,writer,act,length,type,region
9448,1510,机动警察剧场版2 機動警察パトレイバー 2,8.8,4962,1993,押井守,伊藤和典,"富永美伊奈,古川登志夫,池水通洋,西村知道,根津甚八,竹中直人,二又一成,乡里大辅,阪脩,大林隆介",113分钟,"剧情,科幻,动画,悬疑,惊悚",日本
9449,1511,进击的巨人：编年史 進撃の巨人 〜クロニクル〜,8.4,5717,2020,荒木哲郎,"谏山创,小仓史科","梶裕贵,石川由依,井上麻里奈,下野纮,小林优,三上枝织,藤田咲,细谷佳正,桥诘知久,谷山纪章,岛村侑,津田健次郎,朴璐美,小野大辅,神谷浩史,子安武人",120分钟,动画,日本
9450,1512,在魔鬼知道你死前 Before the Devil Knows You're Dead,6.9,5042,2007,西德尼·吕美特,Kelly Masterson,"伊桑·霍克,菲利普·塞默·霍夫曼,阿尔伯特·芬尼,玛丽莎·托梅,阿莱卡萨·帕拉迪诺,迈克尔·珊农,艾米·莱安,罗斯玛丽·哈里斯",117 分钟,"剧情,惊悚,犯罪","美国,英国"
9451,1513,猛鬼佛跳墙,6.7,4082,1988,于仁泰,"高志森,马伟豪,吴沧洲,阮世生","董骠,狄波拉,李丽珍,何启南,梁小龙,韩坤,文隽,Chuen Chan,王俊棠,陈卓欣,Paul Lai,翁子忠,史美仪,叶辉煌,伍国健,高志森",79分钟,"喜剧,恐怖",中国香港
9452,1514,土豪520,3.7,4262,2015,林爱华,"王刚,林爱华","吴镇宇,姚星彤,马天宇,李菁,周韦彤",102分钟,"喜剧,爱情",中国大陆
9453,1515,出水芙蓉 Million Dollar Mermaid,8.4,3618,1952,茂文·勒鲁瓦,埃弗里特·弗里曼,"埃丝特·威廉斯,维克多·迈彻,沃尔特·皮金",115分钟,"剧情,歌舞,传记",美国
9454,1516,时差 Décalage horaire,6.8,5189,2002,达妮埃尔·汤普森,"克里斯托弗·汤普森,达妮埃尔·汤普森","让·雷诺,朱丽叶·比诺什,塞尔希·洛佩斯",91 分钟,"喜剧,爱情","法国,英国"
9455,1517,斗鱼 鬥魚,6.7,5364,2018,"柯翰辰,胡远宁","王净,林柏叡,吴岳擎,虹茜,林辉瑝,邱翊橙,安以轩,蓝正龙,屈中恒,李罗,马如龙,尹昭德,张诗盈,庹宗华,王治平,颜正国,周晓函,陆明君,张勋杰",,116分钟, ,中国台湾
9456,1518,熊猫回家路,6.8,4507,2009,俞钟,"Jean Chalopin,田晔,刘伟仪","原岛大地,张琪,冯璤",87分钟,家庭,中国大陆
9457,1519,挑战星期天 Any Given Sunday,7.9,4788,1999,奥利佛·斯通,"约翰·洛根,奥利佛·斯通","阿尔·帕西诺,卡梅隆·迪亚兹,丹尼斯·奎德,詹姆斯·伍兹,杰米·福克斯,LL Cool J,艾伦·艾克哈特,伊丽莎白·伯克利,查尔顿·赫斯顿,安-玛格丽特",150 分钟,"剧情,运动",美国
9458,1520,冬,6.9,4678,2015,邢健,"邢健,刘觐恺,王勐,吴申申,翁士德,肖成刚,张秋辰,郑泉宝","王德顺,王诗雯淇,黄嵩博,徐文宇,朴政希",73分钟,剧情,中国大陆
9459,1521,死亡的游戏 Bruce Lee in G.O.D 死亡的遊戯,8.6,3763,2000,大串利一,李小龙,"李小龙,田俊,解元,伊鲁山度,池汉载,卡里姆·阿卜杜尔-贾巴尔",91分钟,动作,"日本,中国香港"
9460,1522,东京朋友 电影版 東京フレンズ The Movie,6.8,4687,2006,永山耕三,卫藤凛,"大塚爱,松本莉绪,真木阳子,小林麻央,永山瑛太",116 分钟,剧情,日本
9461,1523,德尔苏·乌扎拉 Дерсу Узала,8.5,5166,1975,黑泽明,"黑泽明,Vladimir Arseniev,尤里·纳吉宾","马克西姆·蒙祖克,尤里·索洛明,斯韦特兰娜·丹尼尔琴科",144分钟,"剧情,冒险","苏联,日本"
9462,1524,八月狂想曲 八月の狂詩曲,7.6,4885,1991,黑泽明,"黑泽明,本多猪四郎 ,村田喜代子","村濑幸子,井川比佐志,茅岛成美,大宝智子,伊崎充则,根岸季衣,吉冈秀隆,河原崎长一郎,铃木美惠,理查·基尔,本间文子,川上夏代,真木弘子,松本克平,夏木顺平,音羽久米子,堺左千夫,志村幸江",98分钟,剧情,日本
9463,1525,纯真时代 순수의 시대,5.9,5000,2015,安相勋,"申河均,张赫,姜汉娜,姜河那",,113分钟,"剧情,爱情,历史",韩国
9464,1526,巴黎两日情 2 Days in Paris,7.1,4730,2007,朱莉·德尔佩,朱莉·德尔佩,"亚当·戈德堡,朱莉·德尔佩,丹尼尔·布鲁赫",96 分钟,"剧情,喜剧,爱情","法国,德国"
9465,1527,四月一日灵异事件簿·笼：徒梦 xxxHOLiC・籠 あだゆめ,9.3,5324,2011,水岛努,大川七濑,"福山润,中井和哉,大原沙耶香,伊藤静,菊地美香",28分钟,动画,日本
9466,1528,天王流氓 Gangster No. 1,7.8,5061,2000,保罗·麦圭根,Johnny Ferguson,"马尔科姆·麦克道威尔,大卫·休里斯,保罗·贝坦尼,萨弗蓉·布罗斯,埃迪·马森",103 分钟,"剧情,惊悚,犯罪","德国,爱尔兰,英国"
9467,1529,石中剑 The Sword in the Stone,8.0,4127,1963,伍夫根雷德门 (Wolfgang Reitherman),比尔·皮特,"塞巴斯蒂安·卡伯特,Karl Swenson,瑞奇·索伦森",80分钟,"动画,家庭,荒诞",美国
9468,1530,爱情不NG,5.1,4193,2013,朱时茂,"秘天慧,李冲","信,钟欣潼,李小冉,余少群,袁成杰",100分钟,"喜剧,爱情",中国大陆
9469,1531,芭比之时尚童话 Barbie: A Fashion Fairytale,8.0,3973,2010,William Lau,Elise Allen,"Diana Kaarina,艾德里安·佩特里,Shannon Chan-Kent",83分钟,"动画,家庭",美国
9470,1532,独家记忆番外之再见爱,6.5,4105,2019,刘畅,"陈潇骁,贺牧君","张樟,邓郁立,方文强,叶子诚,李欢,张超,李婷婷,陈博豪,孙嘉灵,李九霄,龚锐",90分钟,爱情,中国大陆
9471,1533,萨米大冒险 Le Voyage extraordinaire de Samy,6.8,3996,2010,本·斯塔森,多米尼克·帕里斯,"蒂姆·克里,詹尼·麦卡锡,安东尼·安德森,梅兰尼·格里菲斯,小艾德·博格里,斯泰西·基齐,柯斯汀·科佩尔,伊莎贝拉·弗尔曼,罗伯特·席安",85分钟,"动画,冒险",比利时
9472,1534,翠西碎片 The Tracey Fragments,7.2,4561,2007,布鲁斯·麦克唐纳德,Maureen Medved,"艾伦·佩吉,Libby Adams,斯蒂芬·阿梅尔,斯利姆·崔格,凯特·托德",77 分钟,剧情,加拿大
9473,1535,百岁老人跷家去 Hundraåringen som klev ut genom fönstret och försvann,7.8,5404,2013,Felix Herngren,"Felix Herngren,Hans Ingemansson","罗伯特·古斯塔夫森,伊瓦尔·韦克兰德,戴维·维贝格,米娅·斯凯林格,延斯·赫尔腾,比安卡·克鲁赛罗,阿兰·福德,斯文·勒恩,戴维·沙克尔顿,凯瑞·莎勒,菲利普·罗施",114分钟,"喜剧,冒险",瑞典
9474,1536,下女 하녀,7.1,4968,1960,金绮泳,金绮泳,"金振奎,朱曾女,李恩心,严莺兰",111分钟,"剧情,惊悚,犯罪",韩国
9475,1537,末日戒备 The Peacemaker,6.5,4398,1997,米密·莱德,"莱斯利·考伯恩,安德鲁·考伯恩,迈克尔·希弗","乔治·克鲁尼,妮可·基德曼,马塞尔·尤勒斯,亚历山大·巴鲁耶夫,Rene Medvesek,加里·韦恩兹,兰道尔·巴蒂尼科夫,吉姆·海尼,亚历山大·斯特罗贝勒,霍特·麦克卡兰尼,迈克尔·波特曼,琼·科普兰,卡洛斯·戈麦斯,阿明·缪勒-斯塔尔,Slavko Juraga,Aleksandr Peskov,德扬·阿西莫维奇,Matt Adler,塔马拉·图尼,亚历山大·雅茨科,阿迪纳·波特,Hubert Kramar,阿尔玛·奎尔沃,塞巴斯蒂安·罗奇,布莱斯·科里根,高兰·维斯耶克,杰·阿克沃内,Hannah Werntz,詹姆斯·科尔比,Jean Rogers,马特·温斯顿,泰瑞·塞尔皮科,索姆-马修斯,Jerry Dixon,路易斯·穆斯蒂略,博兹达尔·斯密贾尼克,迈克尔·波茨,Richard Poe,斯洛博丹·迪米特里耶维奇,Dave Simonds,查克·库珀,Jared Chandler,布兰科·拉斯蒂格,Matthew Sussman,伯尼·麦克伦尼,詹姆斯·杜蒙特,亚历山大·昆泽内斯特罗夫,布鲁斯·加里,安德烈·胡勒斯,亚当·亚里克斯-马里,Steve Altes,里卡多·科德罗,Christopher Del Gaudio,Jason H. Karniol,Steve Nuke,Francesco Paladino,Todo Segalla,Oriana Nicole Tavoularis",124 分钟,"动作,惊悚",美国
9476,1538,太空牛仔 Space Cowboys,7.4,4379,2000,克林特·伊斯特伍德,"Ken Kaufman,Howard Klausner","克林特·伊斯特伍德,汤米·李·琼斯,唐纳德·萨瑟兰,詹姆斯·加纳,詹姆斯·克伦威尔,马西娅·盖伊·哈登",130 分钟,"惊悚,冒险","美国,澳大利亚"
9477,1539,遮蔽的天空 The Sheltering Sky,7.9,5057,1990,贝纳尔多·贝托鲁奇,"马克·派普罗,贝纳尔多·贝托鲁奇,保罗·鲍尔斯","德博拉·温格,约翰·马尔科维奇,坎贝尔·斯科特,吉尔·班尼特,蒂莫西·斯波",138 分钟,"剧情,冒险","英国,意大利"
9478,1540,梅格雷的亡者 Maigret's Dead Man,7.5,5636,2016,荣·伊斯特,"斯图尔特·哈考特,乔治·西默农","罗温·艾金森,安娜玛丽亚·玛琳卡,约翰·莱特,马克·希普,露西·科乎,艾丹·麦克阿德尔,肖恩·丁沃,休·西蒙,李奥·斯塔",88分钟,"剧情,悬疑,犯罪",英国
9479,1541,诸神混乱之女神陷阱 Immortel (ad vitam),5.9,4191,2004,恩基·比拉,"恩基·比拉,Serge Lehman","琳达·哈蒂,托马斯·克莱舒曼,夏洛特·兰普林,亚纳·柯勒特,弗雷德里克·皮耶罗,Thomas M. Pollard,Joe Sheridan,Corinne Jaber,Olivier Achard,Jerry Di Giacomo,Dominique Mahut,Gary Cowan,Augustin Legrand,Javon Constantin,Owen Steketee",103 分钟,"剧情,动作,科幻,动画,犯罪","法国,意大利,英国"
9480,1542,风暴突击者 Stormbreaker,5.8,4461,2006,杰弗里·萨克斯,安东尼·霍洛维茨,"亚历克斯·帕蒂弗,莎拉·伯格,罗彼·考特拉尼,斯蒂芬·弗雷,戴米恩·路易斯,伊万·麦克格雷格,比尔·奈伊,苏菲·奥康内多,米西·派勒,米基·洛克,安迪·瑟金斯,艾丽西亚·希尔维斯通,艾什雷·沃特斯,Alex Barrett,Richard Huw,理查德·詹姆斯,吉米·卡尔,马丁·赫德曼,David Royle,大卫·勒格诺,Del Synnott,Scott Chisholm,Simon McCoy,伊恩·宗",93 分钟,"动作,惊悚,家庭,冒险","英国,美国,德国"
9481,1543,山之外 După dealuri,7.8,4753,2012,克里斯蒂安·蒙吉,克里斯蒂安·蒙吉,"考斯米娜·斯特拉坦,克里斯蒂娜·弗罗托,达娜·塔帕拉加,克特莉娜·哈拉巴久,瓦列留·安德留察,吉娜·坦杜拉",152分钟,剧情,"罗马尼亚,法国,比利时"
9482,1544,五月魔女 May,6.7,5333,2002,拉齐·马凯,拉齐·马凯,"安吉拉·贝蒂斯,杰瑞米·西斯托,安娜·法瑞丝",93 分钟,"剧情,悬疑,惊悚,恐怖",美国
9483,1545,狼溪2 Wolf Creek 2,6.5,5579,2013,克瑞格·麦克林恩,"克瑞格·麦克林恩,亚伦·斯特恩","约翰·贾瑞特,瑞安·柯尔,香努·艾诗琳,菲利普·克劳斯,尚恩·康纳,本·杰拉德,杰拉德·肯尼迪,安妮·拜伦,克洛伊·博勒姆",106分钟,惊悚,澳大利亚
9484,1546,超级礼物 The Ultimate Gift,7.3,4809,2006,Michael O. Sajbel,Cheryl McKay,"德鲁·傅勒,阿比盖尔·布雷斯林,詹姆斯·加纳,比尔·考布斯,李·麦瑞威瑟,爱莉·希尔斯",114 分钟,剧情,美国
9485,1547,大丹麦狗马默杜克 Marmaduke,6.7,4507,2010,Tom Dey,"Vince Di Meglio,Tim Rasmussen","欧文·威尔逊,艾玛·斯通,乔治·洛佩兹,克里斯托夫·梅兹-普莱瑟,史蒂夫·库根,斯泰西·弗格森,基弗·萨瑟兰,朱迪·格雷尔,卡罗琳·桑沙因,芬利·雅克布森,李·佩斯",USA: 87 分钟,"喜剧,家庭",美国
9486,1548,律政英雄 特别篇 HERO 特別編,7.7,5196,2006,泽田鎌作,福田靖,"木村拓哉,堤真一,綾瀬はるか,中井贵一",115分钟,剧情,日本
9487,1549,满洲候选人 The Manchurian Candidate,6.7,4564,2004,乔纳森·戴米,"Daniel Pyne,Dean Georgaris","丹泽尔·华盛顿,梅丽尔·斯特里普,列维·施瑞博尔,强·沃特,维拉·法米加,布鲁诺·冈茨,西德尼·吕美特",129 分钟,"剧情,悬疑,惊悚",美国
9488,1550,解码游戏,3.9,4270,2018,李海龙,"苏亮,虞俏,李敏,刘迟","韩庚,凤小岳,李媛,山下智久,廖启智,迈克尔·帕帕约翰",99分钟,"喜剧,动作,犯罪","中国大陆,中国香港,美国"
9489,1551,天际浩劫2 Beyond Skyline,5.1,5404,2017,连姆·O·达诺,连姆·O·达诺,"弗兰克·格里罗,博亚娜·诺瓦科维奇,乔尼·维斯顿,卡兰·马尔韦,安东尼奥·法加斯,齐騛,雅彦·鲁伊安,贾克波·瓦格斯,伊科·乌艾斯,琳赛·摩根,萨曼莎·吉恩,贝蒂·加布里埃尔,诺尔·古格雷米,凯文·奥多奈尔,扎拉·马勒,托尼·布莱克,劳伦·马林,凯伦·格莱夫,克里斯汀·阿瑞扎,瓦伦汀·帕扬,贾斯汀·扎查利",106分钟,"动作,科幻,灾难","美国,英国,新加坡,印度尼西亚,加拿大,中国大陆"
9490,1552,恶汉甜梦 悪い奴ほどよく眠る,8.4,5119,1960,黑泽明,"小国英雄,久板荣二郎,黑泽明,菊岛隆三,桥本忍","三船敏郎,森雅之,香川京子,三桥达也,志村乔,西村晃,加藤武,藤原釜足,笠智众,宫口精二,三井弘次,三津田健,中村伸郎,藤田进,南原宏治,清水元,田岛义文,土屋嘉男,山茶花究,菅井琴,贺原夏子,一之宫敦子,佐田丰,泽村伊纪雄,横森久,田中邦卫",151分钟,"剧情,惊悚,犯罪",日本
9491,1553,一千零一夜 Il fiore delle mille e una notte,7.4,4358,1974,皮埃尔·保罗·帕索里尼,皮埃尔·保罗·帕索里尼,"尼内托·达沃利,弗兰科·奇蒂,弗兰科·梅利,特莎·布奇,伊内斯·佩莱格里尼,玛格瑞斯·克莱蒙,Claudia Rocchi,Alberto Argentino,Francesco Paolo Governale,Salvatore Sapienza,Zeudi Biasolo,Barbara Grandi,伊丽莎白·吉诺维斯,Gioacchino Castellini,Abadit Ghidei,弗兰卡·许铎",130分钟,"剧情,喜剧,爱情,历史,奇幻","意大利,法国"
9492,1554,寻找幸福的赫克托 Hector and the Search for Happiness,6.9,4637,2014,彼德·切尔瑟姆,"玛利亚·冯赫兰,彼德·切尔瑟姆,廷克·林赛","西蒙·佩吉,裴淳华,特蕾西·安·奥伯曼,让·雷诺,维罗尼卡·费瑞尔,巴里·阿茨玛,赵明,伊川东吾,克里斯托弗·普卢默,查德·威列,克里斯·高瑟,斯特兰·斯卡斯加德",120分钟,"剧情,喜剧,冒险","德国,加拿大,英国,南非,美国"
9493,1555,白色婚礼 Noce blanche,8.2,5292,1989,让-克洛德·布里索,让-克洛德·布里索,"凡妮莎·帕拉迪丝,布律诺·克雷梅,卢德米拉·米卡埃尔,弗朗索瓦·尼格雷特",92分钟,"剧情,爱情",法国
9494,1556,铠甲勇士之帝皇侠,7.0,4056,2010,郑国伟,曹薇薇,"唐禹哲,袁成杰,陈真希",110分钟,科幻,中国大陆
9495,1557,致命录像带2 V/H/S/2,6.9,5500,2013,"西蒙·巴雷特,杰森·埃森纳,加雷斯·埃文斯,格雷格·黑尔,艾德亚多·桑奇兹,提莫·塔哈亚托,亚当·温加德","提莫·塔哈亚托,西蒙·巴雷特,约翰·戴维斯,杰森·埃森纳,加雷斯·埃文斯,杰米·纳什,艾德亚多·桑奇兹","凯尔西·艾博特,汉娜·阿尔·拉希德,Fachry Albar,奥卡·安塔拉,Bette Cassatt",96分钟,"惊悚,恐怖","美国,加拿大,印度尼西亚"
9496,1558,甜蜜与卑微 Sweet and Lowdown,7.8,4880,1999,伍迪·艾伦,伍迪·艾伦,"西恩·潘,萨曼莎·莫顿,Dan Moran,乌玛·瑟曼,Brian Markinson",95 分钟,"喜剧,音乐",美国
9497,1559,真爱同心 Stepmom,7.8,4303,1998,克里斯·哥伦布,"Gigi Levangie,杰茜·尼尔森,斯蒂芬·罗杰斯,Karen Leigh Hopkins,罗纳德·巴斯","朱莉娅·罗伯茨,苏珊·萨兰登,艾德·哈里斯,吉娜·马隆,连姆·艾肯,林恩·惠特菲尔德,达雷尔·拉森,玛丽·路易丝·威尔逊,Andre B. Blake,赫伯特·罗素,杰克·伊格尔,Lu Celania Sierra,Lauma Zemzare,Holly Schenck,Michelle Stone,Sal Mistretta,Rex Hays,大卫·札亚斯,何塞·拉蒙·罗萨里奥,安东尼·格拉索,米歇尔赫斯特,Jason Maves,Naama Kates,Electra Telesford,埃莉诺·哥伦布,George F. Miller,Nick Stellate",124 分钟,"剧情,喜剧,家庭",美国
9498,1560,小偷 Вор,8.7,5049,1997,帕维尔·丘赫莱伊,帕维尔·丘赫莱伊,"弗拉基米尔·马什科夫 Vladimir Mashkov,叶卡婕琳娜·列德尼科娃,米莎,阿马利娅·莫尔德维诺娃,利季娅·萨夫琴科",96 分钟,剧情,"俄罗斯,法国"
9499,1561,狐妖小红娘剧场版：千颜,8.6,5190,2017,王昕,小新,"乔诗语,杨天翔,刘校妤,张杰,边江,李诗萌,陈张太康,魏超,龙吟",157分钟,"剧情,爱情,动画,奇幻",中国大陆
9500,1562,高校痞子田中 アフロ田中,6.5,5214,2012,松居大悟,"乘附雅春,西田征史","松田翔太,佐佐木希,中川雅也,田中圭,远藤要,驹木根隆介,原干惠,美波,吹越满,皆川猿时,边见绘美理",114分钟,喜剧,日本
9501,1563,动物农场 Animal Farm,8.4,5315,1954,"约翰·哈拉斯,乔伊·巴彻勒","Borden Mace,乔治·奥威尔,约翰·哈拉斯","戈登·希斯,莫瑞斯·德纳姆",72 分钟,"剧情,动画",英国
9502,1564,诺亚方舟漂流记 Ooops! Die Arche ist weg...,7.4,4525,2015,"托比·格恩科尔,肖恩·麦克科马克","里奇·康罗伊,托比·格恩科尔,马克·霍德金森,马丁内·托雷松","卡勒姆·马洛尼,克里斯蒂安·乌蒙,艾娃·康纳利,塔拉·弗林,马丁·辛,卡蒂娅·里曼,艾琳·米森,卡拉·贝克尔,洛塔·多尔,蒂娜·埃施曼,帕特里克·菲茨蒙斯",86分钟,"喜剧,动画,冒险","德国,比利时,卢森堡,爱尔兰"
9503,1565,子狐物语 子ぎつねヘレン,8.0,4812,2006,河野圭太,"竹田津实,今井雅子","大泽隆夫,松雪泰子,深泽岚,小林凉子",Japan: 104 分钟,"剧情,家庭",日本
9504,1566,灵异拼图 The Forgotten,6.1,4266,2004,约瑟夫·鲁本,Gerald Di Pego,"朱丽安·摩尔,安东尼·爱德华兹,莱纳斯·罗彻,加里·西尼斯,多米尼克·韦斯特",91分钟,"剧情,科幻,悬疑,惊悚",美国
9505,1567,清水里的刀子,6.6,4632,2016,王学博,"王学博,石舒清,马金莲,马悦",杨生仓,93分钟,剧情,中国大陆
9506,1568,反恐特警组：火速救援 S.W.A.T.: Fire Fight,5.4,3945,2011,班尼·博姆,Reed Steiner,"盖布瑞·马赫特,罗伯特·帕特里克,克里斯塔娜·洛肯,尼古拉斯·冈萨雷斯,卡莉·波普",89分钟,"动作,犯罪",美国
9507,1569,儿子的大玩偶 兒子的大玩偶,8.1,4937,1983,"侯孝贤,万仁,曾壮祥","黄春明,吴念真","陈博正,杨丽音,崔福生,卓胜利,江霞,颜正国",105分钟,剧情,中国台湾
9508,1570,儿子的大玩偶 兒子的大玩偶,8.1,4937,1983,"侯孝贤,万仁,曾壮祥","黄春明,吴念真","陈博正,杨丽音,崔福生,卓胜利,江霞,颜正国",105分钟,剧情,中国台湾
9509,1571,死亡邮件,3.6,4058,2014,李彧,"于波,周雅莉","任泉,乔任梁,张杨果而,李彧,周泓,曹阳,白瑶",90分钟,"悬疑,犯罪",中国大陆
9510,1572,雅多维尔围城战 The Siege of Jadotville,7.4,5660,2016,里奇·斯迈斯,"凯文·布劳得宾,德克兰·鲍尔","詹米·多南,马克·斯特朗,杰森·奥玛拉,迈克尔·麦克埃尔哈顿,艾玛纽尔·塞尼耶,吉约姆·卡内,米卡埃尔·佩斯布兰特,菲奥娜·格拉斯科特,费昂·奥谢,罗南·拉夫特瑞,丹尼·萨帕尼,山姆·基利,康纳·麦克尼尔,罗伯特·霍布斯,迈克·诺布尔,梅丽莎·海登,查尔斯·凯利,莱昂·克林曼,米迦勒·博迪,康纳·昆兰",108分钟,"剧情,动作,惊悚,战争","爱尔兰,南非"
9511,1573,惊天解密 Unlocked,5.8,4237,2017,迈克尔·艾普特,皮特·欧布莱恩,"劳米·拉佩斯,托妮·科莱特,奥兰多·布鲁姆,迈克尔·道格拉斯,约翰·马尔科维奇,阿克谢·库玛尔,艾蒙·汉道奇,菲利普·布罗迪,马修·马什,托辛·科尔,阿德拉约·阿德达约,杰西卡·布恩,布莱恩·卡斯佩,米迦勒·埃普,亚当·霍顿,李·尼古拉斯·哈里斯,罗非洛·迪格托勒,汤姆·里德,马哈姆·胡里",98分钟,"动作,悬疑,惊悚","英国,瑞士,捷克,美国"
9512,1574,哆啦A梦：大雄的宇宙漂流记 ドラえもん のび太の宇宙漂流記,8.3,3689,1999,芝山努,"藤子·F·不二雄,岸间信明","大山信代,小原乃梨子,野村道子,立壁和也,肝付兼太,白石冬美,庄真由美,野泽雅子,玄田哲章,有本钦隆,内海贤二,渡部猛",93分钟,"科幻,动画,冒险",日本
9513,1575,一年之痒 I Give It a Year,6.4,5163,2013,丹·马泽,丹·马泽,"罗丝·伯恩,拉菲·斯波,亚历克斯·麦奎因,斯戴芬·莫昌特,珍·爱舍,Terence Harvey,明妮·德里弗,杰森·弗莱明,奈格尔·派纳,Maisy Mazer,克莱尔·希金斯,安娜·法瑞丝,奥利维娅·科尔曼,Alisha Bailey,凯莉·霍华德,黛西·海格达,蒂姆·凯,西蒙·贝克,约瑟夫·米尔森,黛西·唐洛范,哈西娜·哈克,潘多拉·科林,安娜·斯科莱姆 ,达斯汀·德姆瑞·伯恩斯,李·阿斯奎斯-柯,保罗·布莱克维尔,若昂·科斯塔·梅内塞斯,肖恩·索尔特,琼恩·史密斯,森内姆·特米兹",97分钟,"喜剧,爱情","英国,法国"
9514,1576,降头 降頭,6.1,4787,2007,邱礼涛,"邱礼涛,林震宇","郑浩南,邵美琪,黄德斌,许绍雄,林雪,刘锦玲,古宇,滕子萱",Hong Kong: 97 分钟,恐怖,中国香港
9515,1577,海兽之子 海獣の子供,6.6,5590,2019,渡边步,"木之花咲 ,五十岚大介","芦田爱菜,石桥阳彩,浦上晟周,森崎温,稻垣吾郎,苍井优,渡边彻,田中泯,富司纯子",111分钟,"动画,奇幻,冒险",日本
9516,1578,等明天,8.0,3434,1962,胡雄华,钟子芒,,15分钟,动画,中国
9517,1579,变鬼3.1 บุปผาราตรี 3.1,5.8,4296,2009,由拉特·史帕克,由拉特·史帕克,"马里奥·毛瑞尔,赖拉·邦雅淑",90分钟,"爱情,恐怖",泰国
9518,1580,记忆碎片,4.2,2971,2016,朴裕焕,朴裕焕,"雷佳音,夏梓桐,李菁,孙宁,何沄伟",94分钟,"喜剧,悬疑",中国大陆
9519,1581,爱情的尸检报告 Pyaar Ka Punchnama,7.4,5328,2011,卢夫·兰扬,"卢夫·兰扬,Sumit Saxena,Vaibhav Suman","卡提克·亚利安,迪韦严杜·沙玛,拉育·巴基尔塔,努西拉特·巴努查,伊希塔·拉吉,索娜尔·赛贾尔,Padam Bhola,马诺·巴克什,Ravjeet Singh",149分钟,"剧情,喜剧,爱情",印度
9520,1582,冰果OAD：应该持有之物 氷菓 持つべきものは,8.5,5168,2013,武本康弘,武本康弘,"中村悠一,佐藤聪美,阪口大助,茅野爱衣,雪野五月",26分钟,"剧情,动画",日本
9521,1583,我爱灰太狼,3.9,3169,2012,朱枫,"黄伟健,罗剑雯,倪小红","赵娜,梁颖,祖晴,高全胜,邓玉婷,刘红韵,朱予同,张琳",91分钟,"喜剧,动画,冒险",中国大陆
9522,1584,鬼水怪谈 Dark Water,6.4,4158,2005,沃尔特·塞勒斯,Rafael Yglesias,"詹妮弗·康纳利,约翰·C·赖利,蒂姆·罗斯,皮特·波斯尔思韦特,阿瑞尔·盖德",105 分钟,"剧情,惊悚,恐怖",美国
9523,1585,赌棍 The Gambler,6.7,4505,2014,鲁伯特·瓦耶特,威廉·莫纳汉,"马克·沃尔伯格,格里芬·克莱弗兰德,杰西卡·兰格,奥马尔·莱瓦,安东尼·凯利,斯蒂夫·朴,艾莫里·科恩,布丽·拉尔森,乔治·肯尼迪,赤龙,迈克尔·肯尼斯·威廉姆斯,达旺·麦克唐纳,阿明·约瑟夫,约翰·古德曼",111分钟,剧情,美国
9524,1586,小猪宝贝2：小猪进城 Babe: Pig in the City,7.9,3793,1998,乔治·米勒,"乔治·米勒,Judy Morris,Mark Lamprell","玛格达·苏班斯基,詹姆斯·克伦威尔,Mary Stein,米基·鲁尼,伊丽莎白·戴利",97 分钟,"喜剧,奇幻,冒险",澳大利亚
9525,1587,有人赞美聪慧，有人则不,7.7,5350,2012,杨瑾,杨瑾,"李书晨,王琛,卫永邵,毕东林,马有贯,赵俊艾,彭科浩,任粉环,潘学博,张语嫣,张银花,陈秀梅,王文明,杨栋清",108分钟,"剧情,家庭,儿童","中国大陆,韩国"
9526,1588,家族荣誉4：家门的受难 가문의 영광4 - 가문의 수난,6.8,4215,2011,郑勇基,"申贤俊,卓在勋,金秀美,林亨俊",,103分钟,"剧情,喜剧,犯罪",韩国
9527,1589,瘦到死 Thinner,6.5,5495,1996,汤姆 霍兰 (Tom Holland),"迈克尔 麦克道尔 (Michael McDowell (I)),斯蒂芬 金 (Stephen King),汤姆 霍兰 (Tom Holland (I))","Robert John Burke,Joe Mantegna,Lucinda Jenney",92 分钟,"惊悚,恐怖",美国
9528,1590,杀手公司 킬러들의 수다,7.3,4668,2001,张镇 Jang Jin,张镇 Jang Jin,"申河均,申贤俊,郑在咏,元斌",South Korea: 120 分钟,"剧情,喜剧,动作",韩国
9529,1591,植物图鉴 植物図鑑 運命の恋ひろいました,6.4,4953,2016,三木康一郎,"渡边千穗,有川浩","岩田刚典,高畑充希,阿部丈二,今井华,矢泽恵里香,相岛一之,酒井敏也,木下隆行,邓肯,大和田伸也,宫崎美子",112分钟,爱情,日本
9530,1592,新妈妈再爱我一次,4.5,3334,2012,金世勋,"景甜,陆毅,迷你彬,郝好,程伊,罗家英",,96分钟,"剧情,爱情,家庭",中国大陆
9531,1593,我们善熙 우리 선희,7.1,5140,2013,洪常秀,洪常秀,"郑有美,李善均,郑在咏,艺智苑,李珉宇,金相中",88分钟,"剧情,喜剧,爱情",韩国
9532,1594,新咒怨(美版) The Grudge,4.6,5632,2020,尼古拉斯·佩谢,"尼古拉斯·佩谢,杰夫·布勒,清水崇","安德丽娅·赖斯伯勒,德米安·比齐尔,约翰·赵,林·沙烨,贝蒂·吉尔平,威廉姆·赛德勒,杰基·韦佛,塔拉·维斯特伍德,佐伊·费什,弗兰基·费森,南希·索瑞尔,乔尔·加兰,布拉德利·索茨基,埃内斯托·格里菲思",93分钟,"悬疑,恐怖",美国
